CustomerNo,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
16834.0,213,26,4130.24,1,2,2,122,5,Churned
16835.0,129,10,562.9,2,1,1,211,4,Churned
16836.0,40,11,1949.5,3,1,2,312,6,At Risk
16837.0,24,965,47741.26,3,4,4,344,11,Loyal
16838.0,102,218,8364.3,2,4,3,243,9,Potential
16839.0,9,266,100974.75,4,4,4,444,12,Loyal
16841.0,37,116,24977.26,3,3,4,334,10,Loyal
16842.0,101,63,8034.099999999999,2,3,3,233,8,Potential
16843.0,43,378,108933.74,3,4,4,344,11,Loyal
16844.0,18,85,18559.23,4,3,4,434,11,Loyal
16846.0,51,11,1603.3,3,1,1,311,5,Churned
16847.0,44,12,997.68,3,1,1,311,5,Churned
16848.0,53,14,2029.94,3,1,2,312,6,At Risk
16849.0,187,8,465.89,1,1,1,111,3,Churned
16850.0,334,19,2892.75,1,2,2,122,5,Churned
16851.0,5,20,2779.46,4,2,2,422,8,Potential
16852.0,11,9,669.4,4,1,1,411,6,At Risk
16855.0,24,19,2017.35,3,2,2,322,7,At Risk
16856.0,15,66,1432.41,4,3,1,431,8,Potential
16858.0,369,10,1317.56,1,1,1,111,3,Churned
16859.0,145,51,9217.8,2,3,3,233,8,Potential
16861.0,60,6,1612.88,2,1,1,211,4,Churned
16863.0,32,26,4707.46,3,2,2,322,7,At Risk
16864.0,372,46,1172.04,1,2,1,121,4,Churned
16865.0,142,11,1469.62,2,1,1,211,4,Churned
16866.0,141,18,1322.56,2,1,1,211,4,Churned
16869.0,23,128,6729.27,3,3,3,333,9,Potential
16871.0,23,137,15485.21,3,4,4,344,11,Loyal
16872.0,78,7,6848.81,2,1,3,213,6,At Risk
16873.0,5,279,39748.71,4,4,4,444,12,Loyal
16874.0,159,32,564.16,1,2,1,121,4,Churned
16875.0,68,112,12196.65,2,3,4,234,9,Potential
16877.0,13,159,5201.01,4,4,3,443,11,Loyal
16878.0,85,3,136.59,2,1,1,211,4,Churned
16880.0,31,178,9145.21,3,4,3,343,10,Loyal
16881.0,67,1,6594.0,2,1,3,213,6,At Risk
16882.0,67,39,5068.5,2,2,3,223,7,At Risk
16883.0,45,41,1578.58,3,2,1,321,6,At Risk
16884.0,38,25,3702.35,3,2,2,322,7,At Risk
16885.0,16,100,1851.24,4,3,2,432,9,Potential
16887.0,36,37,1803.05,3,2,1,321,6,At Risk
16889.0,195,135,10740.289999999999,1,4,3,143,8,Potential
16891.0,2,206,3538.61,4,4,2,442,10,Loyal
16892.0,2,99,2268.09,4,3,2,432,9,Potential
16893.0,367,45,772.76,1,2,1,121,4,Churned
16895.0,65,69,1233.75,2,3,1,231,6,At Risk
16896.0,65,24,927.8,2,2,1,221,5,Churned
16897.0,300,37,1045.19,1,2,1,121,4,Churned
16898.0,27,162,4755.11,3,4,2,342,9,Potential
16899.0,8,162,12279.59,4,4,4,444,12,Loyal
16900.0,17,78,8961.65,4,3,3,433,10,Loyal
16902.0,117,44,8196.5,2,2,3,223,7,At Risk
16903.0,30,60,2962.56,3,3,2,332,8,Potential
16904.0,5,707,22395.27,4,4,4,444,12,Loyal
16905.0,6,206,16605.09,4,4,4,444,12,Loyal
16906.0,82,93,3443.87,2,3,2,232,7,At Risk
16907.0,30,151,4060.25,3,4,2,342,9,Potential
16909.0,9,32,5041.69,4,2,3,423,9,Potential
16910.0,5,547,9256.83,4,4,3,443,11,Loyal
16912.0,29,101,12505.13,3,3,4,334,10,Loyal
16913.0,291,8,956.81,1,1,1,111,3,Churned
16914.0,37,38,1103.97,3,2,1,321,6,At Risk
16915.0,10,57,1707.16,4,3,1,431,8,Potential
16916.0,24,150,5307.44,3,4,3,343,10,Loyal
16917.0,277,9,2779.7599999999998,1,1,2,112,4,Churned
16918.0,33,159,11064.66,3,4,3,343,10,Loyal
16919.0,157,327,17119.73,1,4,4,144,9,Potential
16921.0,62,60,1895.8400000000001,2,3,2,232,7,At Risk
16923.0,13,672,38918.36,4,4,4,444,12,Loyal
16924.0,22,83,5571.29,3,3,3,333,9,Potential
16925.0,186,136,3688.94,1,4,2,142,7,At Risk
16926.0,372,14,594.74,1,1,1,111,3,Churned
16927.0,116,6,10734.36,2,1,3,213,6,At Risk
16928.0,81,208,24567.839999999997,2,4,4,244,10,Loyal
16929.0,4,77,8767.08,4,3,3,433,10,Loyal
16930.0,27,56,3906.35,3,3,2,332,8,Potential
16931.0,6,898,34339.07,4,4,4,444,12,Loyal
16932.0,52,54,984.65,3,3,1,331,7,At Risk
16933.0,2,330,11189.86,4,4,3,443,11,Loyal
16934.0,55,62,5064.01,2,3,3,233,8,Potential
16936.0,26,57,1993.49,3,3,2,332,8,Potential
16937.0,122,1,5.97,2,1,1,211,4,Churned
16938.0,9,240,27501.48,4,4,4,444,12,Loyal
16940.0,53,305,24117.14,3,4,4,344,11,Loyal
16942.0,13,281,8497.64,4,4,3,443,11,Loyal
16943.0,212,33,2323.34,1,2,2,122,5,Churned
16945.0,22,250,25520.27,3,4,4,344,11,Loyal
16947.0,236,21,3614.8799999999997,1,2,2,122,5,Churned
16948.0,139,19,16990.48,2,2,4,224,8,Potential
16949.0,4,257,16665.45,4,4,4,444,12,Loyal
16950.0,57,42,7807.67,2,2,3,223,7,At Risk
16951.0,135,86,14818.88,2,3,4,234,9,Potential
16952.0,110,16,1077.56,2,1,1,211,4,Churned
16953.0,31,1,61.900000000000006,3,1,1,311,5,Churned
16954.0,1,54,11507.91,4,3,3,433,10,Loyal
16955.0,185,25,3257.81,1,2,2,122,5,Churned
16956.0,18,16,686.34,4,1,1,411,6,At Risk
16957.0,240,16,2190.0,1,1,2,112,4,Churned
16959.0,88,7,622.49,2,1,1,211,4,Churned
16960.0,39,100,3488.29,3,3,2,332,8,Potential
16961.0,117,14,1521.1399999999999,2,1,1,211,4,Churned
16963.0,188,7,471.94,1,1,1,111,3,Churned
16965.0,227,25,2687.9500000000003,1,2,2,122,5,Churned
16966.0,9,28,19152.739999999998,4,2,4,424,10,Loyal
16967.0,190,21,3740.2799999999997,1,2,2,122,5,Churned
16968.0,5,31,2651.19,4,2,2,422,8,Potential
16969.0,40,41,9004.67,3,2,3,323,8,Potential
16971.0,39,166,4336.7,3,4,2,342,9,Potential
16974.0,101,240,5479.33,2,4,3,243,9,Potential
16975.0,320,57,13392.34,1,3,4,134,8,Potential
16976.0,267,46,2236.2200000000003,1,2,2,122,5,Churned
16978.0,78,39,2035.71,2,2,2,222,6,At Risk
16979.0,4,89,10287.81,4,3,3,433,10,Loyal
16980.0,256,87,9067.08,1,3,3,133,7,At Risk
16982.0,61,22,2199.26,2,2,2,222,6,At Risk
16983.0,4,775,25193.99,4,4,4,444,12,Loyal
16984.0,89,407,29254.98,2,4,4,244,10,Loyal
16985.0,18,120,24316.49,4,3,4,434,11,Loyal
16986.0,30,3,6287.6,3,1,3,313,7,At Risk
16987.0,4,129,5260.91,4,3,3,433,10,Loyal
16988.0,6,7,259.72,4,1,1,411,6,At Risk
16989.0,8,13,13447.789999999999,4,1,4,414,9,Potential
16990.0,219,1,604.0,1,1,1,111,3,Churned
16992.0,11,93,9852.92,4,3,3,433,10,Loyal
16995.0,331,344,11485.9,1,4,3,143,8,Potential
16996.0,31,47,6622.59,3,2,3,323,8,Potential
16997.0,289,12,2206.8,1,1,2,112,4,Churned
16998.0,150,4,1081.3400000000001,2,1,1,211,4,Churned
16999.0,24,23,2843.8,3,2,2,322,7,At Risk
17001.0,1,169,21680.74,4,4,4,444,12,Loyal
17002.0,86,49,8366.98,2,2,3,223,7,At Risk
17004.0,47,44,8890.29,3,2,3,323,8,Potential
17006.0,5,43,2983.04,4,2,2,422,8,Potential
17007.0,51,87,8027.09,3,3,3,333,9,Potential
17008.0,228,38,997.64,1,2,1,121,4,Churned
17010.0,19,11,1409.72,4,1,1,411,6,At Risk
17011.0,31,15,2184.04,3,1,2,312,6,At Risk
17013.0,212,172,8718.779999999999,1,4,3,143,8,Potential
17014.0,9,74,2359.41,4,3,2,432,9,Potential
17015.0,29,217,22193.09,3,4,4,344,11,Loyal
17017.0,3,260,71541.05,4,4,4,444,12,Loyal
17018.0,41,16,2747.2000000000003,3,1,2,312,6,At Risk
17019.0,12,234,8770.53,4,4,3,443,11,Loyal
17022.0,32,7,1118.02,3,1,1,311,5,Churned
17024.0,46,35,1389.4099999999999,3,2,1,321,6,At Risk
17025.0,61,9,2775.57,2,1,2,212,5,Churned
17026.0,186,4,1152.76,1,1,1,111,3,Churned
17027.0,79,226,9377.24,2,4,3,243,9,Potential
17029.0,111,2,2416.0,2,1,2,212,5,Churned
17030.0,64,11,1536.3,2,1,1,211,4,Churned
17031.0,12,22,1696.15,4,2,1,421,7,At Risk
17033.0,87,29,8762.539999999999,2,2,3,223,7,At Risk
17034.0,17,29,3835.81,4,2,2,422,8,Potential
17035.0,246,28,2791.4,1,2,2,122,5,Churned
17037.0,88,75,7776.94,2,3,3,233,8,Potential
17038.0,31,100,11033.83,3,3,3,333,9,Potential
17040.0,138,15,2315.88,2,1,2,212,5,Churned
17041.0,27,70,10378.02,3,3,3,333,9,Potential
17042.0,3,98,10745.62,4,3,3,433,10,Loyal
17043.0,33,102,12006.96,3,3,4,334,10,Loyal
17044.0,26,6,6139.68,3,1,3,313,7,At Risk
17045.0,114,25,1710.44,2,2,1,221,5,Churned
17046.0,158,51,8954.08,1,3,3,133,7,At Risk
17047.0,86,65,6407.12,2,3,3,233,8,Potential
17048.0,118,43,5609.93,2,2,3,223,7,At Risk
17049.0,3,317,29252.41,4,4,4,444,12,Loyal
17050.0,97,316,19851.22,2,4,4,244,10,Loyal
17051.0,195,43,2073.2799999999997,1,2,2,122,5,Churned
17052.0,29,555,21989.579999999998,3,4,4,344,11,Loyal
17053.0,131,13,1761.3400000000001,2,1,1,211,4,Churned
17054.0,29,223,13544.14,3,4,4,344,11,Loyal
17058.0,82,62,7277.09,2,3,3,233,8,Potential
17059.0,30,514,20369.99,3,4,4,344,11,Loyal
17060.0,267,5,2454.72,1,1,2,112,4,Churned
17061.0,58,250,26514.03,2,4,4,244,10,Loyal
17062.0,314,69,4830.22,1,3,3,133,7,At Risk
17063.0,22,78,8041.7300000000005,3,3,3,333,9,Potential
17064.0,59,68,4278.59,2,3,2,232,7,At Risk
17068.0,13,415,23329.61,4,4,4,444,12,Loyal
17069.0,29,143,16518.63,3,4,4,344,11,Loyal
17070.0,115,64,1641.1,2,3,1,231,6,At Risk
17071.0,29,140,14394.3,3,4,4,344,11,Loyal
17073.0,18,173,9187.94,4,4,3,443,11,Loyal
17074.0,38,402,11825.83,3,4,3,343,10,Loyal
17075.0,18,77,3699.63,4,3,2,432,9,Potential
17076.0,37,25,3885.92,3,2,2,322,7,At Risk
17078.0,23,598,26425.94,3,4,4,344,11,Loyal
17079.0,79,2,367.68,2,1,1,211,4,Churned
17080.0,23,8,1996.46,3,1,2,312,6,At Risk
17081.0,26,64,1096.87,3,3,1,331,7,At Risk
17082.0,34,81,12430.12,3,3,4,334,10,Loyal
17083.0,110,52,9290.779999999999,2,3,3,233,8,Potential
17084.0,36,162,21102.899999999998,3,4,4,344,11,Loyal
17085.0,124,187,9661.289999999999,2,4,3,243,9,Potential
17086.0,8,115,17903.75,4,3,4,434,11,Loyal
17088.0,29,129,10485.44,3,3,3,333,9,Potential
17089.0,298,143,4844.64,1,4,3,143,8,Potential
17090.0,5,335,17018.68,4,4,4,444,12,Loyal
17091.0,3,195,17273.64,4,4,4,444,12,Loyal
17092.0,51,156,13917.48,3,4,4,344,11,Loyal
17094.0,185,43,2536.13,1,2,2,122,5,Churned
17095.0,23,127,8952.79,3,3,3,333,9,Potential
17096.0,16,48,3916.75,4,2,2,422,8,Potential
17097.0,3,211,4469.7,4,4,2,442,10,Loyal
17099.0,51,2,97.56,3,1,1,311,5,Churned
17100.0,19,69,9264.75,4,3,3,433,10,Loyal
17101.0,11,42,8454.289999999999,4,2,3,423,9,Potential
17102.0,262,1,46.64,1,1,1,111,3,Churned
17105.0,160,90,7671.63,1,3,3,133,7,At Risk
17107.0,34,418,54302.23,3,4,4,344,11,Loyal
17108.0,185,219,5886.389999999999,1,4,3,143,8,Potential
17109.0,30,117,6943.72,3,3,3,333,9,Potential
17110.0,166,12,679.86,1,1,1,111,3,Churned
17111.0,48,30,3301.06,3,2,2,322,7,At Risk
17114.0,6,127,2812.31,4,3,2,432,9,Potential
17115.0,9,39,3440.03,4,2,2,422,8,Potential
17116.0,339,1,18.06,1,1,1,111,3,Churned
17117.0,289,9,816.04,1,1,1,111,3,Churned
17118.0,318,10,1500.84,1,1,1,111,3,Churned
17119.0,4,34,3844.79,4,2,2,422,8,Potential
17120.0,234,18,1306.1599999999999,1,1,1,111,3,Churned
17122.0,120,7,961.64,2,1,1,211,4,Churned
17123.0,162,58,6449.43,1,3,3,133,7,At Risk
17124.0,186,32,1638.77,1,2,1,121,4,Churned
17125.0,51,40,3248.04,3,2,2,322,7,At Risk
17126.0,153,260,9057.43,2,4,3,243,9,Potential
17127.0,319,3,51.5,1,1,1,111,3,Churned
17128.0,335,14,939.8999999999999,1,1,1,111,3,Churned
17131.0,6,134,10051.13,4,4,3,443,11,Loyal
17133.0,16,61,32885.99,4,3,4,434,11,Loyal
17134.0,107,24,1481.07,2,2,1,221,5,Churned
17135.0,17,55,13136.19,4,3,4,434,11,Loyal
17138.0,276,24,1681.3899999999999,1,2,1,121,4,Churned
17139.0,16,478,52971.44,4,4,4,444,12,Loyal
17140.0,248,20,3572.2,1,2,2,122,5,Churned
17142.0,240,15,1423.72,1,1,1,111,3,Churned
17144.0,2,48,5025.54,4,2,3,423,9,Potential
17146.0,85,36,3208.2799999999997,2,2,2,222,6,At Risk
17147.0,23,81,10796.789999999999,3,3,3,333,9,Potential
17148.0,52,9,848.98,3,1,1,311,5,Churned
17149.0,71,114,4286.04,2,3,2,232,7,At Risk
17150.0,193,176,8077.12,1,4,3,143,8,Potential
17152.0,195,14,7032.339999999999,1,1,3,113,5,Churned
17153.0,25,14,1037.41,3,1,1,311,5,Churned
17154.0,76,23,5359.82,2,2,3,223,7,At Risk
17155.0,18,20,2738.39,4,2,2,422,8,Potential
17157.0,8,13,1644.16,4,1,1,411,6,At Risk
17158.0,33,67,9272.689999999999,3,3,3,333,9,Potential
17159.0,22,101,12358.18,3,3,4,334,10,Loyal
17160.0,32,227,27524.79,3,4,4,344,11,Loyal
17162.0,29,105,11913.9,3,3,4,334,10,Loyal
17163.0,22,5,977.04,3,1,1,311,5,Churned
17164.0,33,144,17850.44,3,4,4,344,11,Loyal
17165.0,285,10,1187.58,1,1,1,111,3,Churned
17166.0,39,13,1258.23,3,1,1,311,5,Churned
17167.0,211,63,4971.96,1,3,3,133,7,At Risk
17169.0,58,54,6247.66,2,3,3,233,8,Potential
17171.0,290,16,2126.79,1,1,2,112,4,Churned
17172.0,79,56,6681.55,2,3,3,233,8,Potential
17173.0,6,86,11164.17,4,3,3,433,10,Loyal
17174.0,218,4,359.32,1,1,1,111,3,Churned
17175.0,45,63,10355.11,3,3,3,333,9,Potential
17176.0,32,531,19995.95,3,4,4,344,11,Loyal
17177.0,228,537,18877.47,1,4,4,144,9,Potential
17179.0,92,107,6390.68,2,3,3,233,8,Potential
17180.0,57,128,7816.16,2,3,3,233,8,Potential
17181.0,58,23,2715.8500000000004,2,2,2,222,6,At Risk
17183.0,8,73,15203.13,4,3,4,434,11,Loyal
17185.0,109,3,54.94,2,1,1,211,4,Churned
17186.0,47,2,2198.0,3,1,2,312,6,At Risk
17187.0,227,10,1684.93,1,1,1,111,3,Churned
17188.0,12,84,15261.47,4,3,4,434,11,Loyal
17189.0,107,61,2714.47,2,3,2,232,7,At Risk
17190.0,50,23,2068.3,3,2,2,322,7,At Risk
17191.0,29,237,14077.279999999999,3,4,4,344,11,Loyal
17193.0,36,32,14595.02,3,2,4,324,9,Potential
17194.0,361,25,1380.61,1,2,1,121,4,Churned
17197.0,30,29,2995.94,3,2,2,322,7,At Risk
17198.0,24,96,4273.43,3,3,2,332,8,Potential
17201.0,54,40,3059.14,3,2,2,322,7,At Risk
17203.0,36,152,32786.119999999995,3,4,4,344,11,Loyal
17204.0,176,96,8620.11,1,3,3,133,7,At Risk
17205.0,54,14,9472.33,3,1,3,313,7,At Risk
17206.0,54,7,988.16,3,1,1,311,5,Churned
17210.0,239,59,1537.4099999999999,1,3,1,131,5,Churned
17211.0,27,211,16226.96,3,4,4,344,11,Loyal
17212.0,239,37,2462.02,1,2,2,122,5,Churned
17213.0,41,196,15703.05,3,4,4,344,11,Loyal
17214.0,61,103,3924.5,2,3,2,232,7,At Risk
17217.0,235,9,362.32,1,1,1,111,3,Churned
17218.0,5,274,10829.63,4,4,3,443,11,Loyal
17219.0,32,25,1023.12,3,2,1,321,6,At Risk
17220.0,25,472,22602.78,3,4,4,344,11,Loyal
17221.0,8,63,2330.17,4,3,2,432,9,Potential
17222.0,66,28,1674.8899999999999,2,2,1,221,5,Churned
17223.0,311,48,1539.24,1,2,1,121,4,Churned
17226.0,309,21,4564.79,1,2,2,122,5,Churned
17227.0,19,47,8379.13,4,2,3,423,9,Potential
17228.0,16,208,16008.42,4,4,4,444,12,Loyal
17229.0,97,47,1540.5800000000002,2,2,1,221,5,Churned
17230.0,265,70,20420.64,1,3,4,134,8,Potential
17231.0,13,708,25669.56,4,4,4,444,12,Loyal
17232.0,3,36,1286.72,4,2,1,421,7,At Risk
17233.0,36,25,1538.32,3,2,1,321,6,At Risk
17234.0,183,173,5283.24,1,4,3,143,8,Potential
17235.0,26,29,2629.16,3,2,2,322,7,At Risk
17236.0,13,125,5520.41,4,3,3,433,10,Loyal
17237.0,12,19,1216.79,4,2,1,421,7,At Risk
17238.0,3,565,19801.69,4,4,4,444,12,Loyal
17239.0,313,15,1929.26,1,1,2,112,4,Churned
17242.0,109,40,6768.46,2,2,3,223,7,At Risk
17243.0,2,399,39657.42,4,4,4,444,12,Loyal
17244.0,54,31,6955.96,3,2,3,323,8,Potential
17245.0,205,9,944.37,1,1,1,111,3,Churned
17246.0,166,1,14.5,1,1,1,111,3,Churned
17247.0,16,55,678.7900000000001,4,3,1,431,8,Potential
17248.0,121,272,9575.01,2,4,3,243,9,Potential
17249.0,263,172,5590.46,1,4,3,143,8,Potential
17250.0,4,57,1487.43,4,3,1,431,8,Potential
17251.0,363,39,1417.69,1,2,1,121,4,Churned
17252.0,117,87,2340.81,2,3,2,232,7,At Risk
17253.0,19,18,611.51,4,1,1,411,6,At Risk
17254.0,5,112,1596.47,4,3,1,431,8,Potential
17255.0,41,78,2684.04,3,3,2,332,8,Potential
17256.0,108,16,1685.32,2,1,1,211,4,Churned
17259.0,149,124,4800.67,2,3,2,232,7,At Risk
17262.0,53,12,5045.55,3,1,3,313,7,At Risk
17263.0,209,23,433.96,1,2,1,121,4,Churned
17265.0,139,127,4510.12,2,3,2,232,7,At Risk
17266.0,3,80,1239.4,4,3,1,431,8,Potential
17267.0,128,38,1942.75,2,2,2,222,6,At Risk
17268.0,108,6,9436.119999999999,2,1,3,213,6,At Risk
17272.0,43,114,20426.73,3,3,4,334,10,Loyal
17274.0,36,92,8292.4,3,3,3,333,9,Potential
17277.0,228,69,5498.83,1,3,3,133,7,At Risk
17278.0,242,14,2037.82,1,1,2,112,4,Churned
17279.0,58,9,678.42,2,1,1,211,4,Churned
17282.0,131,94,20742.68,2,3,4,234,9,Potential
17283.0,145,18,2077.87,2,1,2,212,5,Churned
17284.0,61,292,15590.75,2,4,4,244,10,Loyal
17286.0,22,46,1378.6799999999998,3,2,1,321,6,At Risk
17287.0,27,124,6819.96,3,3,3,333,9,Potential
17288.0,10,142,11055.939999999999,4,4,3,443,11,Loyal
17289.0,32,111,6204.55,3,3,3,333,9,Potential
17290.0,4,101,2598.7200000000003,4,3,2,432,9,Potential
17291.0,309,1,1302.48,1,1,1,111,3,Churned
17293.0,9,135,12871.26,4,4,4,444,12,Loyal
17295.0,29,69,3499.3199999999997,3,3,2,332,8,Potential
17297.0,18,51,821.81,4,3,1,431,8,Potential
17298.0,102,79,5228.5199999999995,2,3,3,233,8,Potential
17299.0,12,57,7220.39,4,3,3,433,10,Loyal
17301.0,22,66,1711.09,3,3,1,331,7,At Risk
17302.0,15,79,6686.4800000000005,4,3,3,433,10,Loyal
17303.0,99,119,4670.49,2,3,2,232,7,At Risk
17306.0,11,66,120657.73,4,3,4,434,11,Loyal
17308.0,43,5,86.15,3,1,1,311,5,Churned
17309.0,96,12,505.0,2,1,1,211,4,Churned
17310.0,43,186,7753.84,3,4,3,343,10,Loyal
17311.0,79,55,11601.38,2,3,3,233,8,Potential
17312.0,139,15,4500.12,2,1,2,212,5,Churned
17313.0,32,24,16757.32,3,2,4,324,9,Potential
17314.0,25,130,21975.22,3,4,4,344,11,Loyal
17315.0,2,470,44542.2,4,4,4,444,12,Loyal
17316.0,165,31,845.26,1,2,1,121,4,Churned
17317.0,47,10,14468.519999999999,3,1,4,314,8,Potential
17320.0,101,107,8484.14,2,3,3,233,8,Potential
17321.0,9,138,5008.889999999999,4,4,3,443,11,Loyal
17322.0,255,5,67.78,1,1,1,111,3,Churned
17323.0,16,199,8058.05,4,4,3,443,11,Loyal
17324.0,18,50,9448.68,4,2,3,423,9,Potential
17325.0,191,28,998.42,1,2,1,121,4,Churned
17326.0,296,3,52.019999999999996,1,1,1,111,3,Churned
17329.0,15,33,1398.77,4,2,1,421,7,At Risk
17330.0,23,6,1602.84,3,1,1,311,5,Churned
17331.0,124,1,343.52,2,1,1,211,4,Churned
17333.0,86,189,10323.02,2,4,3,243,9,Potential
17334.0,303,11,3543.6,1,1,2,112,4,Churned
17337.0,152,542,15013.15,2,4,4,244,10,Loyal
17338.0,18,749,38595.229999999996,4,4,4,444,12,Loyal
17339.0,95,9,1807.8400000000001,2,1,1,211,4,Churned
17340.0,30,407,73680.41,3,4,4,344,11,Loyal
17341.0,157,183,5751.09,1,4,3,143,8,Potential
17343.0,356,17,772.46,1,1,1,111,3,Churned
17344.0,47,32,841.05,3,2,1,321,6,At Risk
17345.0,16,87,3198.59,4,3,2,432,9,Potential
17346.0,4,500,16694.78,4,4,4,444,12,Loyal
17347.0,87,1,2449.44,2,1,2,212,5,Churned
17348.0,15,215,14643.91,4,4,4,444,12,Loyal
17349.0,180,9,1261.41,1,1,1,111,3,Churned
17350.0,9,71,8210.369999999999,4,3,3,433,10,Loyal
17351.0,37,27,1760.08,3,2,1,321,6,At Risk
17353.0,130,9,7057.27,2,1,3,213,6,At Risk
17354.0,51,16,11739.66,3,1,3,313,7,At Risk
17355.0,338,114,10079.13,1,3,3,133,7,At Risk
17356.0,312,19,1884.1399999999999,1,2,2,122,5,Churned
17357.0,25,45,1965.91,3,2,2,322,7,At Risk
17358.0,304,205,6541.58,1,4,3,143,8,Potential
17359.0,12,15,996.5900000000001,4,1,1,411,6,At Risk
17360.0,18,132,4003.0,4,4,2,442,10,Loyal
17361.0,50,29,2109.43,3,2,2,322,7,At Risk
17362.0,240,35,2277.58,1,2,2,122,5,Churned
17364.0,1,411,30254.25,4,4,4,444,12,Loyal
17365.0,13,467,51335.57,4,4,4,444,12,Loyal
17367.0,239,34,1710.14,1,2,1,121,4,Churned
17368.0,24,111,16188.15,3,3,4,334,10,Loyal
17369.0,137,160,5774.15,2,4,3,243,9,Potential
17370.0,73,33,5991.94,2,2,3,223,7,At Risk
17371.0,18,238,5646.26,4,4,3,443,11,Loyal
17372.0,41,253,9052.58,3,4,3,343,10,Loyal
17373.0,41,57,4701.04,3,3,2,332,8,Potential
17374.0,219,28,1379.3999999999999,1,2,1,121,4,Churned
17375.0,200,69,4141.13,1,3,2,132,6,At Risk
17376.0,71,24,1089.75,2,2,1,221,5,Churned
17377.0,24,418,24976.42,3,4,4,344,11,Loyal
17379.0,12,83,4121.82,4,3,2,432,9,Potential
17381.0,9,109,281942.68,4,3,4,434,11,Loyal
17382.0,66,1,297.6,2,1,1,211,4,Churned
17383.0,5,51,925.64,4,3,1,431,8,Potential
17384.0,20,15,1184.9099999999999,3,1,1,311,5,Churned
17385.0,15,185,5542.39,4,4,3,443,11,Loyal
17386.0,8,28,17650.06,4,2,4,424,10,Loyal
17387.0,20,78,5361.43,3,3,3,333,9,Potential
17388.0,78,15,12241.470000000001,2,1,4,214,7,At Risk
17389.0,1,213,98926.42,4,4,4,444,12,Loyal
17391.0,25,71,15402.14,3,3,4,334,10,Loyal
17392.0,307,61,3704.19,1,3,2,132,6,At Risk
17393.0,208,111,3206.24,1,3,2,132,6,At Risk
17394.0,220,4,2679.65,1,1,2,112,4,Churned
17396.0,40,26,28031.5,3,2,4,324,9,Potential
17397.0,23,92,3317.06,3,3,2,332,8,Potential
17398.0,115,38,3846.61,2,2,2,222,6,At Risk
17400.0,127,213,13248.59,2,4,4,244,10,Loyal
17401.0,22,1,14.61,3,1,1,311,5,Churned
17402.0,5,58,9185.49,4,3,3,433,10,Loyal
17403.0,37,33,1487.71,3,2,1,321,6,At Risk
17404.0,5,195,365681.2,4,4,4,444,12,Loyal
17405.0,2,82,7674.74,4,3,3,433,10,Loyal
17406.0,334,113,11713.77,1,3,3,133,7,At Risk
17408.0,74,66,7022.95,2,3,3,233,8,Potential
17409.0,185,13,1805.25,1,1,1,111,3,Churned
17410.0,17,64,6855.929999999999,4,3,3,433,10,Loyal
17411.0,13,41,3451.94,4,2,2,422,8,Potential
17412.0,3,66,7409.18,4,3,3,433,10,Loyal
17414.0,44,6,22330.2,3,1,4,314,8,Potential
17415.0,80,14,1689.3,2,1,1,211,4,Churned
17416.0,30,269,48472.49,3,4,4,344,11,Loyal
17418.0,43,30,3375.4300000000003,3,2,2,322,7,At Risk
17419.0,12,206,22897.82,4,4,4,444,12,Loyal
17420.0,51,30,2351.04,3,2,2,322,7,At Risk
17422.0,17,117,22767.13,4,3,4,434,11,Loyal
17423.0,47,26,5420.0,3,2,3,323,8,Potential
17425.0,20,43,4578.12,3,2,2,322,7,At Risk
17426.0,9,271,33313.03,4,4,4,444,12,Loyal
17427.0,72,2,451.82,2,1,1,211,4,Churned
17428.0,1,328,99827.67,4,4,4,444,12,Loyal
17429.0,129,63,7470.55,2,3,3,233,8,Potential
17430.0,33,14,2158.02,3,1,2,312,6,At Risk
17431.0,183,45,3325.25,1,2,2,122,5,Churned
17432.0,19,48,2477.87,4,2,2,422,8,Potential
17433.0,89,54,2146.31,2,3,2,232,7,At Risk
17434.0,3,1477,64654.95,4,4,4,444,12,Loyal
17436.0,2,9,877.26,4,1,1,411,6,At Risk
17438.0,254,17,1453.79,1,1,1,111,3,Churned
17440.0,157,5,2712.66,1,1,2,112,4,Churned
17442.0,37,135,17327.63,3,4,4,344,11,Loyal
17443.0,220,1,5715.36,1,1,3,113,5,Churned
17444.0,152,134,23143.71,2,4,4,244,10,Loyal
17446.0,89,197,8639.39,2,4,3,243,9,Potential
17447.0,41,36,5033.44,3,2,3,323,8,Potential
17449.0,3,279,13054.8,4,4,4,444,12,Loyal
17450.0,9,337,891438.53,4,4,4,444,12,Loyal
17451.0,2,100,11227.88,4,3,3,433,10,Loyal
17453.0,18,20,2414.67,4,2,2,422,8,Potential
17454.0,193,61,2209.34,1,3,2,132,6,At Risk
17455.0,204,8,512.9399999999999,1,1,1,111,3,Churned
17456.0,366,17,2531.46,1,1,2,112,4,Churned
17457.0,127,19,10246.09,2,2,3,223,7,At Risk
17458.0,16,76,1646.43,4,3,1,431,8,Potential
17459.0,44,111,6007.98,3,3,3,333,9,Potential
17460.0,95,29,3056.58,2,2,2,222,6,At Risk
17461.0,23,111,8906.26,3,3,3,333,9,Potential
17462.0,61,27,2777.29,2,2,2,222,6,At Risk
17463.0,17,215,12185.75,4,4,4,444,12,Loyal
